"search_string"	"feilstaving_av"
"romsdal vgs"	"Romsdal VGS"
"romtekno"	"romteknolog"
"rorlege"	"rørlegger"
"rorleger"	"rørlegger"
"rostabout"	"roustabout"
"rouchneck"	"roughneck"
"rough neck"	"roughneck"
"rougneck"	"roughneck"
"rov"	"ROV"
"rov oppratør"	"ROV-operatør"
"rov pilo"	"ROV-pilot"
"rov pilot"	"ROV-pilot"
"rovpilot"	"ROV-pilot"
"rpdgiver"	"rådgiver"
"rrådgiver"	"rådgiver"
"rud vgs"	"Rud VGS"
"rulletrappovervåker"	"rulletrappovervåker"
"rus konsulent"	"ruskonsulent"
"rus og psykriati"	"rus og psykiatri"
"rus og psykriatri"	"rus og psykiatri"
"rus omsorg"	"rusomsorg"
"russlandstudier"	"russlandsstudier"
"rustabout"	"roustabout"
"rytterpoliti"	"rytter politi"
"rærlegger"	"rørlegger"
"rødekors"	"Røde kors"
"rødleger"	"rørlegger"
"røelegger"	"rørlegger"
"røfnek"	"rødne"
"røkdykker"	"røykdykker"
"røktar"	"røkter"
"røleger"	"rørlegger"
"rølegger"	"rørlegger"
"rølleger"	"rørlegger"
"rømrer"	"tømrer"
"røngen"	"røntgen"
"røngten"	"røntgen"
"røngtenlege"	"røntgenlege"
"rønkenlege"	"røntgenlege"
"røntgen lege"	"røntgenlege"
"røntgentekniker"	"røntgenteknikker"
"rør ingeniør"	"røringeniør"
"rør leger"	"rørlegger"
"røregger"	"rørlegger"
"rørelegger"	"rørlegger"
"røringenør"	"røringeniør"
"rørkegger"	"rørlegger"
"rørlagger"	"rørlegger"
"rørlegar"	"rørlegger"
"rørlege"	"rørlegger"
"rørlegegr"	"rørlegger"
"rørleger"	"rørlegger"
"rørlegg"	"rørlegger"
"rørleggeer"	"rørlegger"
"rørlegger yrke"	"rørlegger yrke"
"rørleggeringeniør"	"rørleggeringeniør"
"rørleggert"	"rørlegger"
"rørlegget"	"rørlegger"
"rørleggger"	"rørlegger"
"rørleggjar"	"rørlegger"
"rørleggr"	"rørlegger"
"rørleggrr"	"rørlegger"
"rørleggwr"	"rørlegger"
"rørlegher"	"rørlegger"
"rørlrger"	"rørlegger"
"rørlrgger"	"rørlegger"
"rørlægger"	"rørlegger"
"rørrlegger"	"rørlegger"
"rørøegger"	"rørlegger"
"røydykker"	"røykdykker"
"røykd"	"røykdykker"
"røykdukker"	"røykdykker"
"røykdykkere"	"røykdykker"
"røyrlegger"	"rørlegger"
"rådggiver"	"rådgiver"
"rådgivee"	"rådgiver"
"rådgiver vgs"	"rådgiver VGS"
"rådgivere"	"rådgiver"
"rådgover"	"rådgiver"
"rådgvier"	"rådgiver"
"rådigiver"	"rådgiver"
"rådigver"	"rådgiver"
"rådiver"	"rådgiver"
"rådlege"	"råd lege"
"rådman"	"rådmann"
"rådviger"	"rådgiver"
"råfgiver"	"rådgiver"
"rågiver"	"rådgiver"
"råsgiver"	"rådgiver"
"s matte"	"S-matte"
"safeåpner"	"safeåpner"
"sakabehandler"	"saksbehandler"
"sakbehandler"	"saksbehandler"
"saksbehandle"	"saksbehandler"
"saksbehanlder"	"saksbehandler"
"sakskonsulent"	"skadekonsulent"
"sakskyndig"	"sakkyndig"
"salg og samfersel"	"salg og samferdsel"
"salg og servic"	"salg og service"
"salg og servis"	"salg og service"
"salg og servise"	"salg og service"
"salg og sevice"	"salg og service"
"salg og survice"	"salg og service"
"salg og sørvis"	"salg og service"
"salg servic"	"salg og service"
"salg service og reiseliv"	"salg, service og reiseliv"
"salg service og sikkerhet"	"salg, service og sikkerhet"
"salg servis"	"salg og service"
"salg servis og reiseliv"	"salg, service og reiseliv"
"salg servise og reiseliv"	"salg, service og reiseliv"
"salg sjef"	"salgssjef"
"salg sørvis og reiseliv"	"salg, service og reiseliv"
"salg, servic og sikkerhet"	"salg, service og sikkerhet"
"salg, service og reiseliv"	"salg, service og reiseliv"
"salg, service og sikkerhet"	"salg, service og sikkerhet"
"salge"	"salg"
"salger"	"selger"
"salgfaget"	"salgsfaget"
"salgkonsulent"	"salgskonsulent"
"salgs direktør"	"salgsdirektør"
"salgs ingeniør"	"salgsingeniør"
"salgs konsulent"	"salgskonsulent"
"salgs koordinator"	"salgskoordinator"
"salgs leder"	"salgsleder"
"salgs manager"	"salgsmanager"
"salgs og markedsjef"	"salgs og markedssjef"
"salgsarbeider"	"skogsarbeider"
"salgsbehandler"	"saksbehandler"
"salgsekretær"	"salgssekretær"
"salgservice"	"salg og service"
"salgsingenør"	"salgsingeniør"
"salgsjef"	"salgssjef"
"salgskjef"	"salgssjef"
"salgskordinator"	"salgskoordinator"
"salgsleder legionellaavdelingen"	"salgsleder legionella avdelingen"
"salgsmedarbider"	"salgsmedarbeider"
"salgss"	"salgs"
"salgssje"	"salgssjef"
"salgssjeg"	"salgssjef"
"salsfaget"	"salgsfaget"
"salskonsulent"	"salgskonsulent"
"salsmedarbeider"	"salgsmedarbeider"
"salssjef"	"salgssjef"
"samdunnsøkonom"	"samfunnsøkonom"
"samenlignende politikk"	"sammenliknende politikk"
"samfu"	"samfunn"
"samfun"	"samfunn"
"samfunnanalytiker"	"samfunnsanalytiker"
"samfunnernæring"	"samfunnsernæring"
"samfunngeografi"	"samfunnsgeografi"
"samfunns forsker"	"samfunnsforsker"
"samfunns sikkerhet"	"samfunnssikkerhet"
"samfunns vitenskap"	"samfunnsvitenskap"
"samfunnsforsking"	"samfunnsforskning"
"samfunnsge"	"samfunnsgeograf"
"samfunnsgeolog"	"samfunns geolog"
"samfunnsikerhet"	"samfunnssikkerhet"
"samfunnsikkerhet"	"samfunnssikkerhet"
"samfunnsikkerhet master"	"samfunnssikkerhet master"
"samfunnsingeniør"	"samfunnsingeniør"
"samfunnskonsulent"	"samfunns konsulent"
"samfunnslærer"	"samfunnslære"
"samfunnsokonom"	"samfunnsøkonom"
"samfunnspla"	"samfunnsplan"
"samfunnsplanlegg"	"samfunnsplanlegger"
"samfunnsvite"	"samfunnsviter"
"samfunnsvitenskap"	"samfunnsvitenskap"
"samfunnsøk"	"samfunnsøko"
"samfunnsøkomom"	"samfunnsøkonom"
"samfunnsøkonmi"	"samfunnsøkonomi"
"samfunnsøkono"	"samfunnsøkonomi"
"samfunnvitenskap"	"samfunnsvitenskap"
"samfunsgeograf"	"samfunnsgeograf"
"samfunssikkerhet"	"samfunnssikkerhet"
"samfunssøkonom"	"samfunnsøkonom"
"samfunsvitenskap"	"samfunnsvitenskap"
"samfunsviter"	"samfunnsviter"
"samfunsøkonom"	"samfunnsøkonom"
"samisk lærer"	"samisklærer"
"samlivsterapaut"	"samlivsterapeut"
"sammenligende politikk"	"sammenliknende politikk"
"sammenlignende poltikk"	"sammenliknende politikk"
"sammenliknede politikk"	"sammenliknende politikk"
"sammfunn"	"samfunn"
"sammfunnsernæring"	"samfunnsernæring"
"sammfunnsgeograf"	"samfunnsgeograf"
"sammfunnssikkerhet"	"samfunnssikkerhet"
"sammfunnsvitenskap"	"samfunnsvitenskap"
"sammfunnsviter"	"samfunnsviter"
"sammfunnsøkonom"	"samfunnsøkonom"
"sammfunnsøkonomi"	"samfunnsøkonomi"
"sammfunsøkonom"	"samfunnsøkonom"
"sammfunsøkonomi"	"samfunnsøkonomi"
"sandblåsar"	"sandblåser"
"sandnes vgs"	"Sandnes VGS"
"sarsjant"	"sersjant"
"satelit"	"satellitt"
"satelittingeniør"	"satellittingeniør"
"satelittteknologi"	"satelitteknologi"
"satellittingeniør"	"satellittingeniør"
"satsminister"	"statsminister"
"satsvitenskap"	"statsvitenskap"
"sattelitt"	"satellitt"
"saubonde"	"sauebonde"
"sauda vgs"	"Sauda VGS"
"saugbruks"	"saugbrugs"
"sceneograf"	"scenograf"
"sceneteknikker"	"scenetekniker"
"sdvokat"	"advokat"
"sedimentolog"	"sedimentolog"
"sekeretær"	"sekretær"
"seketær"	"sekretær"
"sekolog"	"psykolog"
"sekratær"	"sekretær"
"sekretar"	"sekretær"
"sekretæ"	"sekretær"
"sekretær skole"	"sekretærskole"
"sekretør"	"sekretær"
"sekriter"	"sekretær"
"sekritær"	"sekretær"
"seksjonleder"	"seksjonsleder"
"seksjonsjef"	"seksjonssjef"
"seksologi"	"psykologi"
"seksulog"	"psykolog"
"seksuolog"	"sosiolog"
"sektetær"	"sekretær"
"sektretær"	"sekretær"
"sekuritas"	"securitas"
"selgar"	"selger"
"selgee"	"selger"
"selgerfaget"	"salgsfaget"
"selvmords bomber"	"selvmordsbomber"
"sendeman"	"sendemann"
"senior forsker"	"seniorforsker"
"seniorkonsolent"	"seniorkonsulent"
"seniorådgiver"	"seniorrådgiver"
"seniørrådgiver"	"seniorrådgiver"
"senja vgs"	"Senja VGS"
"senkker"	"snekker"
"senograf"	"scenograf"
"senter leder"	"senterleder"
"sentraloperatør"	"sentral operatør"
"septik"	"septikk"
"septiktanktømmer"	"septiktank tømmer"
"septiktømer"	"septiktømmer"
"seritør"	"servitør"
"serivce og samferdsel"	"service og samferdsel"
"serivtør"	"servitør"
"serjant"	"sersjant"
"sersant"	"sersjant"
"servce"	"service"
"servetør"	"servitør"
"servic og samferdsel"	"service og samferdsel"
"service båt"	"servicebåt"
"service elektronikker"	"serviceelektroniker"
"service ig samferdsel"	"service og samferdsel"
"service ingenør"	"serviceingeniør"
"service ledelse"	"serviceledelse"
"service leder"	"serviceleder"
"service markedssjef"	"servicemarkedssjef"
"service mekaniker"	"servicetekniker"
"service og saferdsel"	"service og samferdsel"
"service og samfardsel"	"service og samferdsel"
"service og samfedsel"	"service og samferdsel"
"service og samferdel"	"service og samferdsel"
"service og samferdels"	"service og samferdsel"
"service og samferdesel"	"service og samferdsel"
"service og samferdesl"	"service og samferdsel"
"service og samferdsal"	"service og samferdsel"
"service og samferdsdel"	"service og samferdsel"
"service og samferdse"	"service og samferdsel"
"service og samferdsel vg 2"	"service og samferdsel vg2"
"service og samfersdel"	"service og samferdsel"
"service og samfertsel"	"service og samferdsel"
"service og samfredsel"	"service og samferdsel"
"service og sammferdsel"	"service og samferdsel"
"service og sammfertsel"	"service og samferdsel"
"service og samverdsel"	"service og samferdsel"
"service og semferdsel"	"service og samferdsel"
"service og smaferdsel"	"service og samferdsel"
"service rørlegger"	"servicerørlegger"
"service sjef"	"servicesjef"
"service tekkniker"	"servicetekniker"
"service teknikker"	"servicetekniker"
"serviceelektoniker"	"serviceelektroniker"
"serviceelektr"	"service elektro"
"serviceelektronikere"	"service elektroniker"
"serviceelektronikker"	"service elektronikk"
"serviceelktroniker"	"serviceelektroniker"
"serviceingenør"	"serviceingeniør"
"servicekordinator"	"servicekoordinator"
"servicelektoniker"	"serviceelektroniker"
"servicelektroniker"	"serviceelektroniker"
"servicemedarbeid"	"servicemedarbeider"
"servicetekniker"	"servicetekniker"
"serviceteknikker"	"servicetekniker"
"servicetekniner"	"servicetekniker"
"servicetekninker"	"servicetekniker"
"servictekniker"	"servicetekniker"
"servis"	"service"
"servis og samferdsel"	"service og samferdsel"
"servis og samfertsel"	"service og samferdsel"
"servise og samferdsel"	"service og samferdsel"
"servitlr"	"servitør"
"servitor"	"servitør"
"servitø"	"servitør"
"servitøt"	"servitør"
"serviør"	"servitør"
"servotør"	"servitør"
"servtør"	"servitør"
"sesjant"	"sersjant"
"sesonom"	"sosionom"
"sevice"	"service"
"sevice og samferdsel"	"service og samferdsel"
"sevil arkitekt"	"sivilarkitekt"
"sevil ingenør"	"sivilingeniør"
"sevil økonom"	"siviløkonom"
"sevilarkitekt"	"sivilarkitekt"
"sevilingeniør"	"sivilingeniør"
"sevilingenjør"	"sivilingeniør"
"sevilingjenør"	"sivilingeniør"
"sevilløkonom"	"siviløkonom"
"sevilpoliti"	"sivil politi"
"seviløknom"	"siviløkonom"
"seviløkonom"	"siviløkonom"
"seviløkonomi"	"siviløkonom"
"sevitør"	"servitør"
"sex terapaut"	"sexterapeut"
"sexiologi"	"sosiologi"
"sexterapaut"	"sexterapeut"
"sfo"	"SFO"
"sfo asistent"	"SFO-assistent"
"sfo assistent"	"SFO-assistent"
"sfo leder"	"SFO-leder"
"sfoassistent"	"SFO-assistent"
"sfomedarbeider"	"SFO-medarbeider"
"shel"	"Shell"
"shiper"	"skipper"
"shiping"	"shipping"
"shippin"	"shipping"
"shipping ledelse"	"shippingledelse"
"shipping managment"	"shipping managment"
"shipping manegment"	"shipping management"
"shippingleder"	"shipping leder"
"shippinh"	"shipping"
"shippsmegler"	"skipsmegler"
"ships elektriker"	"skipselektriker"
"ships elektrikker"	"skipselektriker"
"ships megler"	"skipsmegler"
"shipsdesign"	"skipsdesign"
"shipselektriker"	"skipselektriker"
"shipsmegler"	"skipsmegler"
"shipsreder"	"skipsreder"
"shkepleier"	"sykepleier"
"shykolog"	"psykolog"
"signalmontlr"	"signalmontør"
"signaloperatør"	"signaloperatør"
"sikepleier"	"sykepleier"
"sikerhet"	"sikkerhet"
"sikerhetsvakt"	"sikkerhetsvakt"
"sikkerhetfaget"	"sikkerhetsfaget"
"sikkerhets analytiker"	"sikkerhetsanalytiker"
"sikkerhets leder"	"sikkerhetsleder"
"sikkerhets rådgiver"	"sikkerhetsrådgiver"
"sikkerhets sjef"	"sikkerhetssjef"
"sikkerhetsanalytikere"	"sikkerhetsanalytiker"
"sikkerhetsarbeidere"	"sikkerhetsarbeider"
"sikkerhetsinnspektør"	"sikkerhetsinspektør"
"sikkerhetsjef"	"sikkerhetssjef"
"sikkerhetskontollør"	"sikkerhetskontrollør"
"sikkerhetskontrolør"	"sikkerhetskontrollør"
"sikkerhetvakt"	"sikkerhetsvakt"
"sikkerhey"	"sikkerhet"
"sikkerthet"	"sikkerhet"
"sikolog"	"psykolog"
"silivøkonom"	"siviløkonom"
"silviløkonom"	"siviløkonom"
"singnalmontør"	"signalmontør"
"sinonom"	"sosionom"
"sirkulærøkonomi"	"sirkulærøkonomi"
"sirkus direktør"	"sirkusdirektør"
"sirug"	"kirurg"
"sirurg"	"kirurg"
"sisinom"	"sosionom"
"sisonom"	"sosionom"
"sisvilingeniør"	"sivilingeniør"
"siviingeniør"	"sivilingeniør"
"sivil agronom"	"sivilagronom"
"sivil engienør"	"sivilingeniør"
"sivil enginør"	"sivilingeniør"
"sivil enpetrenør"	"sivil entreprenør"
"sivil ing"	"sivilingeniør"
"sivil inge"	"sivilingeniør"
"sivil ingeinør"	"sivilingeniør"
"sivil ingeiør"	"sivilingeniør"
"sivil ingengjør"	"sivilingeniør"
"sivil ingengør"	"sivilingeniør"
"sivil ingenilr"	"sivilingeniør"
"sivil ingeniør bygg"	"sivilingeniør bygg"
"sivil ingeniører"	"sivilingeniør"
"sivil ingenjør"	"sivilingeniør"
"sivil ingenlr"	"sivilingeniør"
"sivil ingienør"	"sivilingeniør"
"sivil inginiør"	"sivilingeniør"
"sivil ingiør"	"sivilingeniør"
"sivil ingjenør"	"sivilingeniør"
"sivil insjenør"	"sivilingeniør"
"sivil øko"	"siviløkonom"
"sivil økono"	"siviløkonom"
"sivil-ingeniør"	"sivilingeniør"
"siviladvokat"	"sivil advokat"
"sivilargonom"	"sivilagronom"
"sivilarki"	"sivilarkitekt"
"sivilarkitek"	"sivilarkitekt"
"sivilekonom"	"siviløkonom"
"sivilenginiør"	"sivilingeniør"
"sivilenginør"	"sivilingeniør"
"sivilgeniør"	"sivilingeniør"
"sivili"	"sivilingeniør"
"sivilibgeniør"	"sivilingeniør"
"siviligeniør"	"sivilingeniør"
"siviligenør"	"sivilingeniør"
"sivilin"	"sivilingeniør"
"sivilinegiør"	"sivilingeniør"
"sivilineniør"	"sivilingeniør"
"siviling"	"sivilingeniør"
"sivilingeinør"	"sivilingeniør"
"sivilingeiør"	"sivilingeniør"
"sivilingengiør"	"sivilingeniør"
"sivilingengjør"	"sivilingeniør"
"sivilingenilr"	"sivilingeniør"
"sivilingenior"	"sivilingeniør"
"sivilingeniø"	"sivilingeniør"
"sivilingeniøe"	"sivilingeniør"
"sivilingeniør elektronik"	"sivilingeniør elektronikk"
"sivilingeniør eletronikk"	"sivilingeniør elektronikk"
"sivilingeniør petrolium"	"sivilingeniør petroleum"
"sivilingeniører"	"sivilingeniør"
"sivilingeniører geofag, petro-leumsteknologi, metallurgi mv."	"sivilingeniør geofapetroleumsteknologiogi, metallurgi"
"sivilingeniøt"	"sivilingeniør"
"sivilingenjør"	"sivilingeniør"
"sivilingenør"	"sivilingeniør"
"sivilingenør bygg"	"sivilingeniør bygg"
"sivilingenør elektronikk"	"sivilingeniør elektronikk"
"sivilingenør geofag"	"sivilingeniør geofag"
"sivilingeriør"	"sivilingeniør"
"sivilingerniør"	"sivilingeniør"
"sivilingienør"	"sivilingeniør"
"sivilingingeniør"	"sivilingeniør"
"sivilinginiør"	"sivilingeniør"
"sivilinginjør"	"sivilingeniør"
"sivilinginør"	"sivilingeniør"
"sivilingiør"	"sivilingeniør"
"sivilingjeniør"	"sivilingeniør"
"sivilingjenør"	"sivilingeniør"
"sivilingniør"	"sivilingeniør"
"sivilingnør"	"sivilingeniør"
"siviliøkonom"	"siviløkonom"
"sivilkonom"	"siviløkonom"
"sivilkøkonom"	"siviløkonom"
"sivillingeniør"	"sivilingeniør"
"sivilngeniør"	"sivilingeniør"
"sivilokonom"	"siviløkonom"
"sivilpilot"	"sivil pilot"
"sivilækonom"	"siviløkonom"
"sivilø"	"siviløkonom"
"siviløjonom"	"siviløkonom"
"siviløknom"	"siviløkonom"
"siviløknomi"	"siviløkonom"
"siviløkomi"	"siviløkonom"
"siviløkomom"	"siviløkonom"
"siviløkomon"	"siviløkonom"
"siviløkon"	"siviløkonom"
"siviløkonim"	"siviløkonom"
"siviløkonm"	"siviløkonom"
"siviløkonom studie"	"siviløkonomstudiet"
"siviløkonomi"	"siviløkonom"
"siviløkonomu"	"siviløkonom"
"siviløkonon"	"siviløkonom"
"siviløonom"	"siviløkonom"
"sivingeniør"	"sivilingeniør"
"siviningeniør"	"sivilingeniør"
"siviøkonom"	"siviløkonom"
"siviøkonomi"	"siviløkonom"
"sjafør"	"sjåfør"
"sjeff"	"sjef"
"sjefkokk"	"sjefskokk"
"sjefsingeniør"	"sjefingeniør"
"sjefsinvestor"	"sjefsinvestor"
"sjefsopperatør"	"sjefsoperatør"
"sjefsselger"	"sjefsselger"
"sjersant"	"sersjant"
"sjipper"	"skipper"
"sjirurg"	"kirurg"
"sjkepleier"	"sykepleier"
"sjofer"	"sjåfør"
"sjofor"	"sjåfør"
"sjofør"	"sjåfør"
"sjoførlærer"	"sjåførlærer"
"sjofår"	"sjåfør"
"sjokolade fabrikk"	"sjokoladefabrikk"
"sjonalist"	"journalist"
"sjornalist"	"journalist"
"sjukep"	"sykepleie"
"sjukepl"	"sykepleie"
"sjukeple"	"sykepleier"
"sjukeplei"	"sykepleie"
"sjukepleia"	"sykepleier"
"sjukepleiar"	"sykepleier"
"sjukepleie"	"sykepleier"
"sjukepleien"	"sykepleie"
"sjukepleier"	"sykepleier"
"sjukepleier lønn"	"sykepleierlønn"
"sjukepleiet"	"sykepleier"
"sjukepleir"	"sykepleier"
"sjukpleier"	"sykepleier"
"sjuksk terska"	"sykepleier"
"sjulepleie"	"sykepleie"
"sjø forsvaret"	"Sjøforsvaret"
"sjø kaptein"	"sjøkaptein"
"sjøfer"	"sjåfør"
"sjøfor"	"sjåfør"
"sjøforsvare"	"Sjøforsvaret"
"sjøfør"	"sjåfør"
"sjøfår"	"sjåfør"
"sjøkaptei"	"sjøkaptein"
"sjøkrigskolen"	"Sjøkrigsskolen"
"sjømatarbeider"	"sjømatarbeider"
"sjømatforhandler"	"sjømatforhandler"
"sjåf"	"sjef"
"sjåfer"	"sjåfør"
"sjåflr"	"sjåfør"
"sjåfor"	"sjåfør"
"sjåfæ"	"sjåfør"
"sjåfær"	"sjåfør"
"sjåfør lærer"	"sjåførlærer"
"skadebahandler"	"skadebehandler"
"skadebehandlar"	"skadebehandler"
"skadelakk"	"skade lakk"
"skadeoppretter"	"skadeoppretter"
"skadesaner"	"skadesanerer"
"skarpskyter"	"skarpskytter"
"skatte advokat"	"skatteadvokat"
"skatte jurist"	"skattejurist"
"skatteansvarlig"	"skoleansvarlig"
"skattefunksjonær"	"skattefunksjoner"
"skattetaten"	"skatteetaten"
"skattetatten"	"skatteetaten"
"skef"	"sjef"
"skepleier"	"sykepleier"
"skespiller"	"skuespiller"
"ski hopper"	"skihopper"
"ski instruktør"	"skiinstruktør"
"ski løper"	"skiløper"
"ski patrulje"	"skipatrulje"
"ski smører"	"skismører"
"ski vgs"	"Ski VGS"
"skien vgs"	"Skien VGS"
"skillsmisse advokat"	"skilsmisseadvokat"
"skiltmontør"	"skiltmontør"
"skip design"	"skipsdesign"
"skip elektrikker"	"skipselektriker"
"skipatrulie"	"skipatrulje"
"skiper"	"skipper"
"skipfører"	"skipsfører"
"skipkaptein"	"skipskaptein"
"skipmegler"	"skipsmegler"
"skippar"	"skipper"
"skippee"	"skipper"
"skipping management"	"shipping management"
"skippsmegler"	"skipsmegler"
"skips agent"	"skipsagent"
"skips design"	"skipsdesign"
"skips elektrikar"	"skipselektriker"
"skips elektriker"	"skipselektriker"
"skips elektrikker"	"skipselektriker"
"skips eletriker"	"skipselektriker"
"skips ingeniør"	"skipsingeniør"
"skips kaptein"	"skipskaptein"
"skips maskinist"	"skipsmaskinist"
"skips mekaniker"	"skipsmekaniker"
"skips og handelsmegler"	"skips- og handelsmegler"
"skipsadvokat"	"skipsadvokat"
"skipsarkitekt"	"skipsarkitekt"
"skipselekriker"	"skipselektriker"
"skipselektiker"	"skipselektriker"
"skipselektrikar"	"skipselektriker"
"skipselektrikee"	"skipselektriker"
"skipselektrikeroffiser"	"skipselektrikeroffiser"
"skipselektrikker"	"skipselektriker"
"skipselektriner"	"skipselektriker"
"skipseleltriker"	"skipselektriker"
"skipseletrikar"	"skipselektriker"
"skipseletriker"	"skipselektriker"
"skipseletrikker"	"skipselektriker"
"skipseliktriker"	"skipselektriker"
"skipselktriker"	"skipselektriker"
"skipsfart og logistik"	"skipsfart og logistikk"
"skipsingenør"	"skipsingeniør"
"skipsjef"	"skipssjef"
"skipsmegeler"	"skipsmegler"
"skipsmegl"	"skipsmegler"
"skipsmeglar"	"skipsmegler"
"skipsmeglere"	"skipsmegler"
"skipsmekanikker"	"skipsmekaniker"
"skipsmelger"	"skipsmegler"
"skipsofficer"	"skipsoffiser"
"skipsselger"	"skipssalg"
"skipsteknikker"	"skipstekniker"
"skiropraktor"	"kiropraktor"
"skirug"	"kirurg"
"skirurg"	"kirurg"
"skiskyter"	"skiskytter"
"skjef"	"sjef"
"skjeveortoped"	"kjeveortoped"
"skjofør"	"sjåfør"
"skjønnhetslege"	"skjønnhetspleie"
"sko butikk"	"skobutikk"
"skoer"	"skoler"
"skog vokter"	"skogvokter"
"skogarbeider"	"skogsarbeider"
"skogbruksingeniør"	"skogbrukingeniør"
"skogbruksjef"	"skogbrukssjef"
"skogbruksoperatør"	"skogbruksoperatør"
"skogingenør"	"skogingeniør"
"skogmaskinfører"	"skogsmaskinfører"
"skogs arbeider"	"skogsarbeider"
"skogsbruk"	"skogbruk"
"skogsentrepenør"	"skogsentreprenør"
"skogsforvalter"	"skogforvalter"
"skogshogger"	"skoghugger"
"skogshøgger"	"skoghugger"
"skogsingeniør"	"salgsingeniør"
"skogskonsulent"	"skogkonsulent"
"skogsmarskin"	"skogsmaskin"
"skogsmarskinfører"	"skogsmaskinfører"
"skogsmaskin fører"	"skogsmaskinfører"
"skogsmaskinarbeider"	"skogsmaskinarbeider"
"skogsmaskinsjåfør"	"skogsmaskinfører"
"skogsvokter"	"skogvokter"
"skoksarbeider"	"skogsarbeider"
"skole assistant"	"skoleassistent"
"skole elev"	"skoleelev"
"skole leder"	"skoleleder"
"skole lei"	"skolelei"
"skole lærar"	"skolelærer"
"skole plass"	"skoleplass"
"skole psykolog"	"skolepsykolog"
"skole start"	"skolestart"
"skolea"	"skole"
"skoleasisstent"	"skoleassistent"
"skoleasistent"	"skoleassistent"
"skoleassisten"	"skoleassistent"
"skoledetektiv"	"skoledetektiv"
"skolefritidsassistent"	"skolefritidsassistent"
"skolefritidsleder"	"skolefritidsleder"
"skolefritidsmedarbeider"	"skolefritidsmedarbeider"
"skolesykepleier"	"skolesykepleier"
"skolevikar"	"skole vikar"
"skomaket"	"skomaker"
"skredd"	"skred"
"skreder"	"skredder"
"skuepiller"	"skuespiller"
"skuepsiller"	"skuespiller"
"skuesiller"	"skuespiller"
"skuespeler"	"skuespiller"
"skuespiler"	"skuespiller"
"skuespillee"	"skuespiller"
"skukepleier"	"sykepleier"
"skuspiler"	"skuespiller"
"skuspill"	"skuespill"
"skuspiller"	"skuespiller"
"skyebas"	"skytebas"
"skyepleier"	"sykepleier"
"skyepleir"	"sykepleier"
"skykepleier"	"sykepleier"
"skykeplier"	"sykepleier"
"skypleier"	"sykepleier"
"skystvakt"	"kystvakt"
"skytbas"	"skytebas"
"skyte bas"	"skytebas"
"skytebad"	"skytebas"
"skytebase"	"skytebas"
"skytebass"	"skytebas"
"skytebs"	"skytebas"
"skyterbas"	"skytebas"
"skyttebas"	"skytebas"
"skyttebass"	"skytebas"
"skytterbas"	"skytebas"
"slag og service"	"salg og service"
"slagsfaget"	"salgsfaget"
"slagsmedarbeider"	"salgsmedarbeider"
"slagssjef"	"salgssjef"
"sleger"	"selger"
"slik skriver du jobb søknad"	"slik skriver du jobbsøknad"
"smbulanse"	"ambulanse"
"smikør"	"sminkør"
"sminkeartist"	"sminkeartist"
"sminker"	"smykker"
"sminkeør"	"sminkør"
"sminkø"	"sminkør"
"smittever"	"smittevern"
"smykke design"	"smykkedesign"
"småbarns pedagogikk"	"småbarnspedagogikk"
"snaekker"	"snekker"
"snager"	"sanger"
"snaker"	"snakker"
"snakker"	"snekker"
"snekekr"	"snekker"
"sneker"	"snekker"
"snekkee"	"snekker"
"snekkeer"	"snekker"
"snekker firma"	"snekkerfirma"
"snekker lærling"	"snekkerlærling"
"snekkere"	"snekker"
"snekkker"	"snekker"
"snekkr"	"snekker"
"snekkrer"	"snekker"
"snekrer"	"snekker"
"snikar"	"snekker"
"snikkar"	"snekker"
"snikker"	"snekker"
"sniksytter"	"snikskytter"
"snkeker"	"snekker"
"snkker"	"snekker"
"snneker"	"snekker"
"snowboard instruktør"	"snowboardinstruktør"
"soaionom"	"sosionom"
"socialt arbeid"	"sosialt arbeid"
"sociolog"	"sosiolog"
"socionom"	"sosionom"
"sodionom"	"sosionom"
"software ingenør"	"software-ingeniør"
"software utvikler"	"software-utvikler"
"softwear ingeniør"	"software-ingeniør"
"sognalmontør"	"signalmontør"
"sogne prest"	"sogneprest"
"soialt arbeid"	"sosialt arbeid"
"soiolog"	"sosiolog"
"soiologi"	"sosiologi"
"soisionom"	"sosionom"
"soisonom"	"sosionom"
"sol energi"	"solenergi"
"sola vgs"	"Sola VGS"
"solcellemontør"	"solcellemontør"
"soldar"	"soldat"
"soldst"	"soldat"
"solkrembutler"	"solkrembutler"
"soltat"	"soldat"
"somelier"	"sommelier"
"somilier"	"sommelier"
"somlier"	"sommelier"
"sommalier"	"sommelier"
"soneterapaut"	"soneterapeut"
"songdal"	"sogndal"
"sonionom"	"sosionom"
"sosalt arbeid"	"sosialt arbeid"
"sosciallærer"	"sosiallærer"
"sosenom"	"sosionom"
"sosial anthropolog"	"sosialantropolog"
"sosial antro"	"sosialantropolog"
"sosial arbeider"	"sosialarbeider"
"sosial hjelp"	"sosialhjelp"
"sosial kunnskap"	"sosialkunnskap"
"sosial media"	"sosiale medier"
"sosial pedagogik"	"spesialpedagogikk"
"sosial pedagogisk rådgiver"	"sosialpedagogisk rådgiver"
"sosial psykolog"	"sosialpsykolog"
"sosial psykologi"	"sosialpsykologi"
"sosial økonom"	"sosialøkonom"
"sosialant"	"sosialantropologi"
